benchmark, result, time
C-RW-B+RW-B+RW-B+RW-B+RW-B+RW-B+RW-B.litmus, PASS, 17
C-LB-GRR+R-Dd+R-A+R-Oc+OB-OB.litmus, PASS, 15
C-LB-LRW+R-A+R-Oc+OB-O+R-Ok.litmus, FAIL, 13
C-LB-LWR+R-A+OB-O+R-Oc+OB-OB.litmus, PASS, 13
C-WW-G+WW-G+WW-R+WW-G+WW-G+WW-G+WW-R+WW-R.litmus, PASS, 24
C-LB-LRW+R-Od+R-Dd+R-Oc+R-A.litmus, PASS, 14
C-RW-G+RW-Rr+RW-Ra+RW-R+RW-R.litmus, FAIL, 12
C-WR-G+WR-G+WR-G+WR-G+WR-R+WR-R.litmus, PASS, 17
C-LB-LRW+R-Dd+OB-O+R-Oc.litmus, PASS, 12
C-LB-LRR+R-A+OB-OB.litmus, PASS, 9
C-RW-R3.litmus, PASS, 7
C-LB-GWR+OB-O+OB-OB.litmus, PASS, 10
C-LB-GRR+R-Dd+R-Oc+OB-O+R-Oc.litmus, FAIL, 12
C-WR-G+WR-R+WR-R+WR-G+WR-R.litmus, FAIL, 11
C-RR-GR+RR-R.litmus, PASS, 9
C-RW-G+RW-r+RW-C+RW-G+RW-G+RW-G+RW-B.litmus, PASS, 17
C-RW-G+RW-G+RW-G+RW-G+RW-r+RW-C.litmus, PASS, 15
C-WW-G+WW-B+WW-R+WW-R+WW-R+WW-G+WW-R.litmus, FAIL, 14
C-RR-G+RR-R+RR-R+RR-R+RR-R+RR-R+RR-R+RR-R.litmus, FAIL, 16
C-LB-LRW+R-Dd+R-Oc+R-Oc+R-A.litmus, PASS, 12
C-RW-G+RW-r+RW-C.litmus, PASS, 10
C-RW-G+RW-G+RW-G+RW-Rr+RW-RC+RW-R+RW-R+RW-R.litmus, PASS, 19
C-LB-LRR+R-A+OB-O+OB-O+R-OC.litmus, FAIL, 12
C-RW-G+RW-r+RW-a+RW-B+RW-B+RW-B+RW-B+RW-B.litmus, PASS, 20
C-WW-G+WW-G+WW-G+WW-G+WW-G+WW-G+WW-R+WW-R.litmus, PASS, 24
C-RW-G+RW-RB+RW-R+RW-R+RW-R+RW-R+RW-R+RW-R.litmus, FAIL, 16
C-RW-G+RW-Rrd+RW-D.litmus, PASS, 12
C-RW-G+RW-G+RW-G+RW-Rr+RW-RC+RW-R.litmus, PASS, 19
C-WW-G+WW-B+WW-G+WW-R+WW-G+WW-G+WW-G+WW-R.litmus, PASS, 22
C-RW-G+RW-G+RW-G+RW-G+RW-G+RW-G+RW-B.litmus, PASS, 23
C-LB-GRW+R-Oc+OB-OB.litmus, PASS, 13
C-RW-G+RW-Rr+RW-Ra+RW-G+RW-G+RW-R+RW-R+RW-R.litmus, PASS, 19
C-WR-H+WR-R+WR-R+WR-G+WR-R+WR-R.litmus, FAIL, 13
C-RW-R+RW-R+RW-G+RW-G+RW-G+RW-G+RW-R+RW-R+RW-R+RW-G.litmus, PASS, 25
C-LB-GWR+R-Dd+R-Dd+R-A+R-Oc.litmus, FAIL, 14
C-LB-LRW+R-OC+OB-O+OB-O+OB-OB.litmus, PASS, 14
C-RW-G+RW-RI+RW-G+RW-RI.litmus, PASS, 11
C-LB-GWW+R-Dd+R-Dd.litmus, FAIL, 11
C-WW-G+WW-G+WW-G+WW-G+WW-G.litmus, PASS, 14
C-RW-G+RW-r+RW-C+RW-G+RW-G+RW-G+RW-G+RW-B.litmus, PASS, 21
C-RW-G+RW-Rrd+RW-CD+RW-R+RW-R.litmus, FAIL, 12
C-WW-G+WW-B+WW-R+WW-R+WW-G+WW-G+WW-G+WW-R.litmus, PASS, 26
C-LB-GWW+R-Dd+R-A+R-A+R-A.litmus, FAIL, 12
