benchmark, result, time
S+dmb.syll+datapl.litmus, PASS, 8
LB+dmb.sy+dmb.sypl.litmus, PASS, 9
2+2W+po+popl.litmus, FAIL, 8
MP+dmb.stpl+addrpa.litmus, PASS, 8
MP+dmb.sypl+dmb.syaa.litmus, PASS, 8
SB+dmb.stlp+po.litmus, FAIL, 9
R+popl+polp.litmus, FAIL, 9
LB+dmb.ldpl+po.litmus, FAIL, 8
MP+poll+dmb.ldpa.litmus, PASS, 8
R+poll+dmb.sypa.litmus, PASS, 9
S+popl+dmb.ldal.litmus, PASS, 9
MP+dmb.lds.litmus, FAIL, 8
SB+dmb.ldla+dmb.sy.litmus, PASS, 8
2+2W+dmb.st+dmb.sylp.litmus, PASS, 9
MP+po+dmb.sy.litmus, FAIL, 8
MP+po+dmb.ld.litmus, FAIL, 8
S+dmb.ldll+datapl.litmus, PASS, 9
LB+dmb.ld+dmb.sypl.litmus, PASS, 8
S+dmb.st+po.litmus, FAIL, 8
2+2W+dmb.stlp+dmb.sy.litmus, PASS, 8
S+dmb.stll+popl.litmus, PASS, 9
R+dmb.syll+pola.litmus, PASS, 9
S+poll+datapl.litmus, PASS, 8
2+2W+dmb.ld+dmb.ldll.litmus, FAIL, 9
MP+polp+addraa.litmus, FAIL, 8
S+dmb.ldll+dmb.stap.litmus, PASS, 8
WRR+2W+dmb.sy+po.litmus, FAIL, 8
LB+popl+poap.litmus, PASS, 9
WRW+WR+po+dmb.sy.litmus, FAIL, 8
MP+dmb.syll+addr.litmus, PASS, 9
LB+dmb.sts.litmus, FAIL, 8
MP+po+addrpa.litmus, FAIL, 8
MP+dmb.st+addraa.litmus, PASS, 9
Z6.3+dmb.sy+po+addr.litmus, FAIL, 9
S+dmb.stlp+dataal.litmus, PASS, 9
MP+dmb.ldpl+dmb.syaa.litmus, PASS, 8
MP+dmb.ldll+popa.litmus, FAIL, 8
MP+dmb.stpl+dmb.ld.litmus, PASS, 8
MP+dmb.stpl+dmb.sy.litmus, PASS, 9
MP+dmb.sy+poaa.litmus, PASS, 8
2+2W+dmb.ldlps.litmus, FAIL, 9
3.2W+dmb.sy+po+po.litmus, FAIL, 9
MP+dmb.stll+dmb.syaa.litmus, PASS, 9
SB+po+polp.litmus, FAIL, 8
MP+polp+poap.litmus, FAIL, 8
R+dmb.st+pola.litmus, PASS, 8
S+dmb.stpl+dmb.stap.litmus, PASS, 9
R+dmb.stlp+dmb.stpa.litmus, FAIL, 9
SB+dmb.ld+po.litmus, FAIL, 8
R+polp+po.litmus, FAIL, 8
LB+dmb.st+poap.litmus, FAIL, 8
MP+dmb.ldlp+dmb.ldaa.litmus, FAIL, 8
MP+dmb.sylp+po.litmus, FAIL, 8
MP+polp+addr.litmus, FAIL, 8
2+2W+dmb.stll+dmb.sy.litmus, PASS, 9
LB+dmb.sy+dataap.litmus, PASS, 8
LB+dmb.ld+dmb.ldap.litmus, PASS, 8
2+2W+po+poll.litmus, FAIL, 9
S+dmb.ldlp+datapl.litmus, FAIL, 8
S+dmb.sy+dmb.stap.litmus, PASS, 8
MP+po+dmb.st.litmus, FAIL, 8
R+poll+dmb.syla.litmus, PASS, 8
SB+dmb.ldla+dmb.st.litmus, FAIL, 7
S+dmb.ld+dmb.stap.litmus, FAIL, 9
MP+po+dmb.syap.litmus, FAIL, 8
S+dmb.sylp+datapl.litmus, PASS, 9
MP+dmb.syll+poap.litmus, PASS, 8
LB+dataal+poal.litmus, PASS, 9
SB+dmb.stpa+polp.litmus, FAIL, 8
MP+dmb.ld+popa.litmus, FAIL, 8
W+RWC+dmb.sy+addr+po.litmus, FAIL, 9
