benchmark, result, time
MP+po+pos-po.litmus, PASS, 9
W+RWC+po+po+mfence.litmus, FAIL, 10
MP+po+po-fri-rfi.litmus, PASS, 10
W+RR+WW+WR+po+po+rfi-po.litmus, FAIL, 11
m34f.litmus, FAIL, 9
WW+RR+WW+RR.litmus, FAIL, 10
2+2W.litmus, FAIL, 9
2+2W+po+mfence-rmw.litmus, FAIL, 11
W+RW+WW+WR+po+po+rfi-po.litmus, FAIL, 12
W+RW+RW+RR.litmus, FAIL, 10
CoRWR.litmus, PASS, 8
WW+RW+WR+WR+po+po+mfence+mfence.litmus, FAIL, 12
m44iif.litmus, FAIL, 10
SB-XCHG.litmus, PASS, 11
Z6.0+po+po+mfence.litmus, FAIL, 10
R+mfence-rmw+rfi-po.litmus, FAIL, 12
WW+WR+WR+WR+po+rfi-po+rfi-po+rfi-po.litmus, FAIL, 11
WW+RW+RR+WR.litmus, FAIL, 10
MP+po+po-po001.litmus, PASS, 10
Z6.4+po+rfi-po+rfi-po.litmus, FAIL, 11
WW+WR+WR+WR+po+mfence+mfence+mfence.litmus, FAIL, 11
WW+RW+WW+WR+po+po+po+rfi-po.litmus, FAIL, 19
R+po+po-po-rfi001.litmus, PASS, 10
WW+WW+WR+WR+po+po+rfi-po+mfence.litmus, FAIL, 12
MP+mfence-rmw+rmw-mfence.litmus, FAIL, 13
m45iif.litmus, FAIL, 10
W+RR+WR+WR.litmus, FAIL, 12
S+po-rmw+po.litmus, FAIL, 12
3.SB+mfence+rfi-po+rfi-po.litmus, FAIL, 9
intel.5.litmus, PASS, 9
4.SB+po+rfi-po+po+po.litmus, FAIL, 9
R+po-rmw+mfence.litmus, FAIL, 10
nofence.litmus, PASS, 10
SB+po-rfis.litmus, PASS, 10
m34i.litmus, FAIL, 9
MP+po+fri-po-po001.litmus, PASS, 10
IRRWIW.litmus, FAIL, 10
MP+po-rmw+rmw-po.litmus, FAIL, 13
R+po+po-po-mfence001.litmus, PASS, 9
R+po+po-po-mfence.litmus, PASS, 10
iwp2.8.b.litmus, FAIL, 9
X000.litmus, FAIL, 10
n1.litmus, FAIL, 11
frmap.litmus, FAIL, 10
R+po+mfence-po-po001.litmus, PASS, 10
WW+RW+WR+WR+po+po+rfi-po+mfence.litmus, FAIL, 12
Z6.4+po+mfence+rfi-po.litmus, FAIL, 10
iwp2.3.a-amd4.litmus, FAIL, 9
MP+po+po-mfence.litmus, PASS, 9
WW+WR+WR+WR+po+rfi-po+mfence+rfi-po.litmus, FAIL, 12
WW+WR+WR+WR+po+mfence+rfi-po+mfence.litmus, FAIL, 10
R+po+po-rfi.litmus, PASS, 9
SB+po-rfi-pos.litmus, FAIL, 9
WRC.litmus, FAIL, 9
WW+WW+RR+WR+po+po+po+rfi-po.litmus, FAIL, 10
amd6.litmus, PASS, 10
W+RW+WW+WR.litmus, FAIL, 9
R+po-rmw+po.litmus, FAIL, 10
4.SB+mfence+po+rfi-po+po.litmus, FAIL, 10
3.SB+mfence+mfence+rfi-po.litmus, FAIL, 9
4.SB+mfence+po+mfence+po.litmus, FAIL, 10
WW+RR+WW+WR+po+po+po+mfence.litmus, FAIL, 11
WW+WW+RR+WR.litmus, FAIL, 10
RR+WR+rmw-mfence+po.litmus, FAIL, 9
LB+rmw-pos.litmus, FAIL, 12
WW+WW+WR+WR+po+po+mfence+mfence.litmus, FAIL, 11
SB+rfi+po-rfi-po.litmus, PASS, 8
