benchmark, result, time
WW+WR+WW+WR+po+mfence+po+rfi-po.litmus, FAIL, 9
MP+po+po-po-mfence001.litmus, PASS, 7
Z6.5+po+po+rfi-po.litmus, FAIL, 10
WW+RR+WW+WR.litmus, FAIL, 8
Z6.1.litmus, FAIL, 8
intel.n7.litmus, FAIL, 8
WW+WW+WR+WR.litmus, FAIL, 8
intel.iriw.litmus, FAIL, 7
MP+po+po-fri-po.litmus, PASS, 8
R+rfi-po+po-rfi-po.litmus, FAIL, 9
3.SB+po+rfi-po+po.litmus, FAIL, 7
WRW+WR+po+rfi-po.litmus, FAIL, 8
4.LB.litmus, FAIL, 9
2+2W+po+po-rmw.litmus, FAIL, 9
MP+po+po-po.litmus, PASS, 9
intel.paul-tso.litmus, PASS, 8
4.SB+po+rfi-po+rfi-po+po.litmus, FAIL, 9
LB+po+po-rmw.litmus, FAIL, 8
W+RR+WR+WR+po+mfence+rfi-po.litmus, FAIL, 8
x86-m1.litmus, FAIL, 8
WW+WR+WW+WR.litmus, FAIL, 8
WW+RW+RW+WR+po+po+po+mfence.litmus, FAIL, 9
WW+RW+WR+WR+po+po+rfi-po+po.litmus, FAIL, 9
iriw.2.litmus, PASS, 8
IRWIW.litmus, FAIL, 11
R+po+rfi-po-rfi.litmus, PASS, 8
WW+RW+WR+WR+po+po+mfence+po.litmus, FAIL, 8
WW+RW+WR+WR.litmus, FAIL, 9
x86-e1.litmus, FAIL, 8
MP+po+po-po-pos001.litmus, PASS, 8
R+po-rfi-po+po-rfi.litmus, PASS, 9
SB+rfi-po+po-rfi.litmus, FAIL, 8
WW+WR+WR+WR+po+po+po+rfi-po.litmus, FAIL, 8
WW+WR+WR+WR+po+rfi-po+po+po.litmus, FAIL, 9
WW+WR+WR+WR+po+rfi-po+po+mfence.litmus, FAIL, 10
MP+po+rmw-po.litmus, FAIL, 9
test.debug.2.litmus, FAIL, 8
irreduc2.litmus, FAIL, 8
MP+po+fri-po.litmus, PASS, 8
WWC.litmus, FAIL, 9
iwp2.3.b.half.litmus, FAIL, 7
MP+po+fri-mfence.litmus, PASS, 8
n7.litmus, FAIL, 8
W+RW+WW+RR.litmus, FAIL, 9
X006.litmus, FAIL, 8
W+RW+WR+WW+po+mfence+po.litmus, FAIL, 10
classic.litmus, FAIL, 8
2+2W+rfi-po+po-rfi-po.litmus, PASS, 8
W+RW+WR+WW+po+rfi-po+po.litmus, FAIL, 10
intel.n5.litmus, FAIL, 8
Z6.3.litmus, FAIL, 9
S+po-rmws.litmus, FAIL, 10
W+RR+WR+WW+po+mfence+po.litmus, FAIL, 9
R+po+po-po-pos.litmus, FAIL, 8
WW+RW+RW+RR.litmus, FAIL, 9
R+po+mfence-po-mfence.litmus, PASS, 9
W+RR+WR+WW+po+rfi-po+po.litmus, FAIL, 9
WW+WR+WW+WR+po+rfi-po+po+po.litmus, FAIL, 10
WW+WR+WR+WR+po+po+mfence+mfence.litmus, FAIL, 9
R+po+po-po-po002.litmus, FAIL, 9
W+RR+WW+RR.litmus, FAIL, 9
m33.litmus, FAIL, 8
WW+WW+WW+WR.litmus, FAIL, 9
WW+RR+WR+WR.litmus, FAIL, 8
MP+po+po-mfence-po.litmus, PASS, 8
m25.litmus, FAIL, 8
intel.n8.litmus, FAIL, 8
WW+RR+WR+WR+po+po+rfi-po+mfence.litmus, FAIL, 8
R+po+mfence-pos-pos.litmus, PASS, 9
R+mfence-po+po-rfi.litmus, PASS, 8
W+RW+RR+WR.litmus, FAIL, 8
R+po+po-fri-rfi.litmus, PASS, 7
WW+RW+RR+WR+po+po+po+mfence.litmus, FAIL, 9
MP+po+fri-mfence-po.litmus, PASS, 8
WRR+2W.litmus, FAIL, 9
4.SB+mfence+rfi-po+po+po.litmus, FAIL, 9
LB.litmus, FAIL, 8
n8.litmus, FAIL, 8
MP+po+po-mfence-pos.litmus, PASS, 8
3.LB.litmus, FAIL, 8
R+po-rfi-po+mfence.litmus, PASS, 8
mfence.litmus, PASS, 9
MP+po+fri-po-po.litmus, PASS, 8
Z6.4+po+po+mfence.litmus, FAIL, 8
iriw-internal.litmus, FAIL, 8
m12.litmus, FAIL, 8
WW+WW+RW+RR.litmus, FAIL, 9
WW+WR+WR+WR+po+po+rfi-po+mfence.litmus, FAIL, 8
WW+WW+WW+WR+po+po+po+mfence.litmus, FAIL, 10
S+po+rmw-po.litmus, FAIL, 9
LB+po-rmws.litmus, FAIL, 8
m44.litmus, FAIL, 8
X004.litmus, FAIL, 6
n5.litmus, FAIL, 7
RWC+po+rfi-po.litmus, FAIL, 7
S+mfence-rmw+po-rmw.litmus, FAIL, 9
MP+po+fri-po-rfi.litmus, PASS, 8
WW+RW+WW+WR.litmus, FAIL, 8
WW+WR+WR+WR.litmus, FAIL, 7
RR+WR+rmw-po+rfi-po.litmus, FAIL, 7
m45i.litmus, FAIL, 8
4.SB+mfence+po+po+rfi-po.litmus, FAIL, 9
WW+RR+WR+WR+po+po+mfence+mfence.litmus, FAIL, 9
MP+mfence-rmw+rmw-po.litmus, FAIL, 10
W+RW+WR+WR+po+po+mfence.litmus, FAIL, 8
2+2W+rfi-pos.litmus, PASS, 8
W+RR+WW+WR.litmus, FAIL, 8
R+po+po-po.litmus, FAIL, 8
WW+RR+WR+WR+po+po+po+mfence.litmus, FAIL, 8
