benchmark, result, time
RR+WR+rmw-mfence+rfi-po.litmus, FAIL, 53
4.SB+mfence+rfi-po+mfence+po.litmus, FAIL, 73
MP+mfence-rmw+po.litmus, FAIL, 51
R+po+po-fri-mfence.litmus, PASS, 52
SB-XCHG.litmus, PASS, 90
WW+RW+WW+WR+po+po+po+rfi-po.litmus, FAIL, 75
R+po+po-po-mfence.litmus, PASS, 53
frmap.litmus, FAIL, 55
W+RR+WW+RR.litmus, FAIL, 65
W+RW+RR+WR+po+po+mfence.litmus, FAIL, 58
R+po+po-po-pos001.litmus, FAIL, 44
WW+RR+WR+WR.litmus, FAIL, 58
m33.litmus, FAIL, 39
MP+po+rmw-po.litmus, FAIL, 52
W+RWC+po+po+rfi-po.litmus, FAIL, 60
intel.5.litmus, PASS, 49
m45.litmus, FAIL, 56
S+po-rmws.litmus, FAIL, 56
WW+RW+WR+WR+po+po+mfence+rfi-po.litmus, FAIL, 77
X002.litmus, FAIL, 37
MP+po+fri-rfi-po.litmus, PASS, 67
R+po+rfi-po-pos.litmus, FAIL, 50
intel.rwc.litmus, FAIL, 42
X001.litmus, FAIL, 37
WW+RW+RR+WR+po+po+po+mfence.litmus, FAIL, 64
R+rfi-po+po-rfi.litmus, PASS, 59
R+po+po-mfence.litmus, PASS, 55
R+mfence-po+po-rfi-po.litmus, FAIL, 40
m23.litmus, FAIL, 42
RWC+po+mfence.litmus, FAIL, 47
intel.4.litmus, FAIL, 37
WW+WW+WR+WR+po+po+rfi-po+rfi-po.litmus, FAIL, 78
WW+RW+WR+WR+po+po+rfi-po+po.litmus, FAIL, 74
WW+WW+RW+RR.litmus, FAIL, 61
WW+RW+WR+WR+po+po+po+rfi-po.litmus, FAIL, 61
m44.litmus, FAIL, 53
3.SB+po+rfi-po+rfi-po.litmus, FAIL, 51
W+RW+WR+WR.litmus, FAIL, 58
x86-m1.litmus, FAIL, 54
MP+po+po-rfi.litmus, PASS, 52
MP+po+po-wsi-po.litmus, PASS, 16
intel.paul-tso.litmus, PASS, 43
SB+mfence+rfi-po.litmus, FAIL, 36
m45i.litmus, FAIL, 50
W+RR+WR+WR+po+rfi-po+rfi-po.litmus, FAIL, 60
MP+po+fri-po-mfence.litmus, PASS, 51
R+po+mfence-po-rfi.litmus, PASS, 53
WW+WR+WR+WR+po+mfence+mfence+po.litmus, FAIL, 60
3.SB+mfence+mfence+po.litmus, FAIL, 51
MP+mfence-rmw+rmw-po.litmus, FAIL, 55
R+po+mfence-po.litmus, PASS, 45
2+2W.litmus, FAIL, 43
iwp2.8.b.litmus, FAIL, 44
4.SB+mfence+mfence+rfi-po+rfi-po.litmus, FAIL, 62
W+RW+WR+WR+po+mfence+rfi-po.litmus, FAIL, 58
4.SB+mfence+rfi-po+po+rfi-po.litmus, FAIL, 61
3.SB+mfence+rfi-po+rfi-po.litmus, FAIL, 52
R+po-rfi-po+rfi-po.litmus, FAIL, 44
MP+po+po-fri-mfence.litmus, PASS, 46
WW+WW+RR+WR+po+po+po+rfi-po.litmus, FAIL, 58
2+2W+po-rfi-pos.litmus, PASS, 48
R+po+po-rfi-pos.litmus, PASS, 54
W+RR+WW+WR.litmus, FAIL, 62
SB+rfi+po-rfi-po.litmus, PASS, 50
Z6.4+po+po+rfi-po.litmus, FAIL, 51
WW+WW+WR+WR+po+po+rfi-po+mfence.litmus, FAIL, 70
R+po-rfi-pos.litmus, FAIL, 39
WW+WR+WR+WR+po+po+po+mfence.litmus, FAIL, 54
R+po+po-po001.litmus, FAIL, 34
WW+WW+WR+WR+po+po+po+mfence.litmus, FAIL, 55
irreduc3.litmus, FAIL, 51
4.SB+mfence+rfi-po+po+po.litmus, FAIL, 63
S+po-rmw+rmw-po.litmus, FAIL, 54
